sale_id;client_id;product_id;product_qty;sale_date;sale_total_BRL
1012;14;144;4;2023-06-06;8414.15
1152;40;45;3;2023-06-06;28225.45
1160;37;146;15;2023-06-06;7068.0
1606;18;99;8;2023-06-06;858133.0
2036;30;127;14;2023-06-06;21691.0
4261;6;50;5;2023-06-06;53561.0
4441;9;43;8;2023-06-06;266736.25
4838;2;139;12;2023-06-06;16244.05
5041;41;42;1;2023-06-06;5693.35
5677;14;2;15;2023-06-06;199473.4
6010;27;136;1;2023-06-06;1875.3
6843;17;129;15;2023-06-06;46543.35
6851;2;26;14;2023-06-06;229866.75
7122;28;90;5;2023-06-06;375712.65
7124;33;8;15;2023-06-06;74762.0
7841;23;76;10;2023-06-06;1407882.9
9195;27;65;9;2023-06-06;218518.05
1426;19;22;11;2023-06-07;433981.0
2156;38;28;10;2023-06-07;135456.7
2536;49;24;13;2023-06-07;302018.0
2555;17;58;9;2023-06-07;979421.0
3444;24;60;14;2023-06-07;1522515.0
4559;29;129;15;2023-06-07;48993.0
5621;6;31;13;2023-06-07;107680.0
9096;16;31;8;2023-06-07;62951.75
899;29;28;7;2023-06-08;94819.5
2763;17;40;11;2023-06-08;156024.0
3841;33;134;8;2023-06-08;37741.0
5468;25;118;9;2023-06-08;38836.0
5479;44;130;10;2023-06-08;39368.95
5984;5;139;6;2023-06-08;8121.55
7327;26;132;6;2023-06-08;8909.1
8222;40;21;11;2023-06-08;91276.0
8398;1;121;9;2023-06-08;31585.6
182;7;115;5;2023-06-09;4153.0
291;18;107;2;2023-06-09;2875.65
412;31;115;4;2023-06-09;3155.9
567;4;7;3;2023-06-09;58556.0
1273;36;62;1;2023-06-09;97110.9
1274;46;143;7;2023-06-09;31055.0
2769;24;144;9;2023-06-09;19927.0
4257;18;5;3;2023-06-09;71007.0
4486;49;61;10;2023-06-09;266176.7
4859;46;136;12;2023-06-09;22497.9
5554;5;49;15;2023-06-09;198964.0
6471;46;91;12;2023-06-09;1618632.0
7106;15;61;2;2023-06-09;53235.15
7384;33;141;5;2023-06-09;22713.55
7629;16;146;7;2023-06-09;3298.4
7960;29;85;2;2023-06-09;73299.15
8713;29;114;7;2023-06-09;5315.25
8899;47;20;9;2023-06-09;277501.0
9615;29;59;15;2023-06-09;1242117.4
9724;5;148;1;2023-06-09;4546.7
475;2;107;15;2023-06-10;22701.0
1042;37;78;6;2023-06-10;694040.55
4156;30;40;10;2023-06-10;141840.0
4323;39;70;1;2023-06-10;32637.25
5503;23;35;13;2023-06-10;143072.0
5843;17;138;10;2023-06-10;39738.5
6544;5;128;13;2023-06-10;60459.0
7336;25;31;11;2023-06-10;91114.0
8520;49;1;15;2023-06-10;496838.0
8691;14;11;11;2023-06-10;398551.0
9184;43;149;3;2023-06-10;3316.45
9517;37;85;7;2023-06-10;270051.0
9835;42;84;10;2023-06-10;412527.05
447;34;144;14;2023-06-11;29448.1
1239;5;130;11;2023-06-11;45585.0
2147;21;140;1;2023-06-11;3135.0
3087;25;73;9;2023-06-11;1288439.0
3408;30;52;8;2023-06-11;109633.0
4290;40;79;13;2023-06-11;816913.55
4305;10;56;1;2023-06-11;40839.55
4947;18;51;10;2023-06-11;609510.5
5067;15;106;1;2023-06-11;4385.0
7500;19;128;14;2023-06-11;65110.0
7904;23;131;1;2023-06-11;964.0
8006;29;61;12;2023-06-11;319412.8
561;33;51;2;2023-06-12;128318.0
695;17;71;5;2023-06-12;650870.0
2277;44;97;14;2023-06-12;1799956.45
2489;49;85;6;2023-06-12;231472.0
2701;26;48;7;2023-06-12;103154.0
3022;22;139;4;2023-06-12;5415.0
4138;19;108;15;2023-06-12;50183.0
4198;4;90;5;2023-06-12;395487.0
6371;16;35;11;2023-06-12;115007.95
6396;41;13;10;2023-06-12;77471.0
7699;47;5;7;2023-06-12;165683.0
8060;2;130;2;2023-06-12;8288.0
8336;26;146;5;2023-06-12;2356.0
8714;17;111;9;2023-06-12;36638.65
1879;17;127;6;2023-06-13;8831.2
2767;23;70;11;2023-06-13;359014.5
2852;27;37;14;2023-06-13;84948.0
3157;37;14;15;2023-06-13;537166.0
4946;9;59;15;2023-06-13;1307492.0
4998;7;112;1;2023-06-13;2181.0
5115;18;140;12;2023-06-13;37615.0
5960;30;75;7;2023-06-13;229379.0
6158;40;12;6;2023-06-13;16357.0
7125;32;62;14;2023-06-13;1431108.0
7498;30;92;15;2023-06-13;1266171.4
581;12;7;10;2023-06-14;195188.0
1844;22;143;5;2023-06-14;22182.0
2301;13;142;9;2023-06-14;7066.1
2349;13;42;1;2023-06-14;5993.0
2682;6;127;12;2023-06-14;18592.0
5429;37;67;7;2023-06-14;570496.85
6411;23;8;5;2023-06-14;24921.0
6647;24;143;4;2023-06-14;16858.7
9294;41;56;1;2023-06-14;40839.55
123;10;106;6;2023-06-15;24993.55
880;39;59;3;2023-06-15;248423.1
1491;19;87;10;2023-06-15;668599.0
1551;26;41;12;2023-06-15;127200.0
2331;12;49;6;2023-06-15;75606.7
3926;17;80;15;2023-06-15;1938358.0
6910;44;51;9;2023-06-15;548559.45
8625;27;64;6;2023-06-15;635581.35
9999;8;20;6;2023-06-15;185001.0
672;9;124;4;2023-06-16;14326.0
1073;13;136;8;2023-06-16;14998.6
1506;39;125;10;2023-06-16;34021.0
1553;43;71;12;2023-06-16;1562089.0
1650;34;125;4;2023-06-16;12927.6
3654;36;56;6;2023-06-16;257933.0
5181;43;6;11;2023-06-16;123520.9
5290;47;55;8;2023-06-16;835903.1
6941;4;2;13;2023-06-16;172877.2
8205;8;101;14;2023-06-16;6488.0
8280;5;41;10;2023-06-16;106000.0
8867;43;4;14;2023-06-16;47346.0
9053;8;16;4;2023-06-16;114022.8
9561;44;9;12;2023-06-16;452642.7
120;6;81;15;2023-06-17;1832227.0
2096;46;12;14;2023-06-17;38167.0
2637;5;99;8;2023-06-17;858133.0
4139;16;148;5;2023-06-17;23928.0
4292;10;136;13;2023-06-17;24373.2
4469;46;4;2;2023-06-17;6764.0
4599;24;147;9;2023-06-17;25907.45
5042;9;82;5;2023-06-17;245261.5
5311;19;55;15;2023-06-17;1649808.0
6645;31;115;1;2023-06-17;831.0
7043;7;52;6;2023-06-17;82225.0
7717;21;33;2;2023-06-17;12760.4
7778;23;130;9;2023-06-17;37297.0
7884;41;133;4;2023-06-17;7571.0
8277;12;130;9;2023-06-17;35432.15
9730;40;54;2;2023-06-17;230916.5
2272;49;128;8;2023-06-18;35345.7
6381;4;88;12;2023-06-18;580038.0
6612;37;62;10;2023-06-18;1022220.0
7206;5;60;4;2023-06-18;413253.8
7837;48;126;10;2023-06-18;25432.45
8292;35;140;11;2023-06-18;32756.0
8687;42;116;13;2023-06-18;33482.0
9252;29;8;9;2023-06-18;42614.15
9450;32;143;6;2023-06-18;25288.05
2579;10;9;12;2023-06-19;452642.7
3293;4;127;3;2023-06-19;4648.0
4310;28;9;12;2023-06-19;476466.0
4556;4;26;13;2023-06-19;224681.0
4851;20;70;10;2023-06-19;326376.3
6685;26;92;2;2023-06-19;168822.6
7356;25;134;9;2023-06-19;40335.1
7383;5;141;13;2023-06-19;62163.0
7545;6;34;7;2023-06-19;32701.85
1467;5;80;9;2023-06-20;1104864.25
1634;24;110;1;2023-06-20;2371.2
1812;12;70;6;2023-06-20;206133.0
1852;26;140;5;2023-06-20;15673.0
1927;36;90;15;2023-06-20;1186460.0
3894;31;11;7;2023-06-20;253623.0
3937;36;146;9;2023-06-20;4464.0
4058;41;93;12;2023-06-20;1205724.0
4144;40;4;2;2023-06-20;6425.8
4555;38;87;12;2023-06-20;762203.05
5552;32;148;13;2023-06-20;59101.4
5805;26;149;13;2023-06-20;14370.65
5958;31;27;5;2023-06-20;78429.15
6067;27;4;8;2023-06-20;25702.25
6516;41;68;15;2023-06-20;953284.15
9997;38;123;2;2023-06-20;5276.3
222;27;116;9;2023-06-21;23180.0
692;33;18;3;2023-06-21;79717.0
1053;12;65;2;2023-06-21;51115.0
1574;1;73;10;2023-06-21;1431599.0
2752;13;104;1;2023-06-21;3713.0
2762;36;90;6;2023-06-21;450854.8
3791;38;115;10;2023-06-21;8306.0
4059;49;30;1;2023-06-21;32248.0
6074;42;114;9;2023-06-21;6834.3
6190;21;37;7;2023-06-21;40350.3
6304;38;40;3;2023-06-21;42552.0
6308;5;140;11;2023-06-21;32756.0
9012;3;47;9;2023-06-21;52351.65
9116;40;8;4;2023-06-21;19937.0
1521;49;7;7;2023-06-22;136631.0
2054;41;136;11;2023-06-22;21708.0
3090;45;121;2;2023-06-22;7019.55
3975;49;79;15;2023-06-22;992203.0
4392;23;20;13;2023-06-22;380793.25
5225;42;103;8;2023-06-22;14314.0
5467;45;50;13;2023-06-22;146588.0
5470;45;6;14;2023-06-22;157208.85
7419;44;21;3;2023-06-22;24893.8
7625;39;4;15;2023-06-22;48191.6
7925;2;49;4;2023-06-22;53057.0
8115;23;48;8;2023-06-22;111996.45
8178;26;135;7;2023-06-22;11512.0
8660;38;119;10;2023-06-22;30930.1
9969;19;125;14;2023-06-22;47629.0
186;14;7;10;2023-06-23;185428.6
1035;42;131;8;2023-06-23;7709.0
2396;34;45;13;2023-06-23;128748.0
3033;31;18;9;2023-06-23;227194.4
4496;1;117;11;2023-06-23;45133.0
4953;43;125;3;2023-06-23;10206.0
7892;12;53;15;2023-06-23;764868.75
9682;31;28;8;2023-06-23;108364.6
195;9;81;14;2023-06-24;1710079.0
1469;45;124;1;2023-06-24;3770.0
1526;26;139;6;2023-06-24;8549.0
3024;35;1;13;2023-06-24;430593.0
3050;25;125;14;2023-06-24;47629.0
4922;25;126;1;2023-06-24;2677.0
4979;33;5;4;2023-06-24;94676.0
6077;19;66;13;2023-06-24;155259.45
6138;20;12;7;2023-06-24;18128.85
7067;10;20;3;2023-06-24;92500.0
7075;44;144;14;2023-06-24;29448.1
7989;21;36;13;2023-06-24;293818.0
9029;18;112;6;2023-06-24;12431.7
9515;10;29;5;2023-06-24;182552.0
9791;9;23;11;2023-06-24;116816.75
413;42;66;6;2023-06-25;71658.5
1106;15;94;8;2023-06-25;309706.65
1295;5;139;13;2023-06-25;17596.85
2356;47;34;3;2023-06-25;14015.35
3945;27;72;10;2023-06-25;946813.7
6988;36;106;5;2023-06-25;20827.8
8679;41;106;1;2023-06-25;4165.75
562;16;99;4;2023-06-26;407613.65
2813;46;26;14;2023-06-26;229866.75
3328;43;69;2;2023-06-26;90530.0
4160;34;139;1;2023-06-26;1425.0
4772;2;21;9;2023-06-26;78611.0
5241;9;116;12;2023-06-26;30906.0
6226;25;147;15;2023-06-26;43178.45
7089;27;7;12;2023-06-26;234225.0
8247;27;41;8;2023-06-26;84800.0
9279;6;63;4;2023-06-26;559831.0
9348;18;79;1;2023-06-26;66147.0
1717;20;123;7;2023-06-27;19439.0
4098;16;95;7;2023-06-27;488656.0
4816;22;114;2;2023-06-27;1599.0
5418;29;24;1;2023-06-27;23232.0
6764;9;74;2;2023-06-27;173117.0
7585;27;90;3;2023-06-27;237292.0
8125;44;111;6;2023-06-27;24425.45
8934;6;61;6;2023-06-27;168112.0
9823;7;16;6;2023-06-27;171034.2
284;37;85;13;2023-06-28;476446.85
569;24;12;12;2023-06-28;31078.3
572;7;138;3;2023-06-28;12549.0
760;30;68;10;2023-06-28;635522.45
1277;4;22;5;2023-06-28;197264.0
2545;23;84;2;2023-06-28;86848.0
3109;44;47;13;2023-06-28;75618.1
4157;31;130;9;2023-06-28;35432.15
4332;31;48;13;2023-06-28;181994.35
4446;4;95;10;2023-06-28;663176.0
4678;18;39;14;2023-06-28;414860.0
4878;29;7;5;2023-06-28;97594.0
5906;3;85;9;2023-06-28;329847.6
5980;14;132;3;2023-06-28;4454.55
6273;41;17;14;2023-06-28;196543.0
7746;26;9;14;2023-06-28;555877.0
7784;41;27;11;2023-06-28;172544.7
8164;47;55;13;2023-06-28;1358342.3
8966;31;73;4;2023-06-28;572640.0
9091;10;22;4;2023-06-28;157811.0
9717;28;46;14;2023-06-28;69773.0
789;4;80;13;2023-06-29;1679910.0
884;25;17;5;2023-06-29;66684.3
1930;27;8;14;2023-06-29;69778.0
1971;39;102;1;2023-06-29;832.0
2062;20;75;3;2023-06-29;93389.75
2352;27;73;1;2023-06-29;136002.0
2912;17;49;5;2023-06-29;63004.95
3680;40;6;13;2023-06-29;153663.0
4096;4;10;8;2023-06-29;243450.8
4374;28;38;8;2023-06-29;201104.55
6069;43;134;15;2023-06-29;70764.0
6589;36;49;2;2023-06-29;25201.6
8259;15;147;12;2023-06-29;34542.95
8327;12;106;2;2023-06-29;8770.0
9908;32;32;13;2023-06-29;162532.0
981;15;15;3;2023-06-30;83699.0
1001;11;40;10;2023-06-30;134748.0
1275;21;81;10;2023-06-30;1221485.0
1343;29;124;12;2023-06-30;45239.0
1658;2;141;15;2023-06-30;68140.65
1941;35;17;15;2023-06-30;200052.9
3252;35;129;5;2023-06-30;15514.45
3933;20;31;3;2023-06-30;23606.55
4593;35;22;5;2023-06-30;197264.0
4609;11;26;3;2023-06-30;49257.5
5106;23;66;7;2023-06-30;83600.95
5328;7;51;8;2023-06-30;487608.4
5420;47;102;3;2023-06-30;2371.2
5930;42;19;5;2023-06-30;78053.9
5970;16;90;13;2023-06-30;976851.75
6281;25;79;13;2023-06-30;816913.55
6474;6;88;7;2023-06-30;338355.0
6678;27;121;7;2023-06-30;25860.0
7371;32;96;5;2023-06-30;353104.0
9769;34;112;8;2023-06-30;17448.0
9923;40;146;8;2023-06-30;3968.0
9993;23;86;6;2023-06-30;561139.0
1508;2;117;9;2023-07-01;35080.65
1867;49;52;12;2023-07-01;156226.55
3887;1;85;6;2023-07-01;231472.0
3979;11;148;9;2023-07-01;43070.0
4121;46;33;8;2023-07-01;51039.7
6814;27;148;13;2023-07-01;59101.4
6876;27;82;11;2023-07-01;567974.0
7118;28;98;11;2023-07-01;829323.4
7501;9;142;2;2023-07-01;1570.35
7945;32;76;13;2023-07-01;1830248.15
9162;40;45;1;2023-07-01;9904.0
9652;6;113;6;2023-07-01;25051.5
586;36;130;14;2023-07-02;58017.0
807;16;140;4;2023-07-02;11911.1
1074;14;74;1;2023-07-02;82231.05
1308;38;3;1;2023-07-02;9024.0
1470;36;77;7;2023-07-02;297286.35
1472;32;6;2;2023-07-02;23640.0
2827;45;13;6;2023-07-02;44158.85
2872;39;37;9;2023-07-02;51878.55
4624;20;28;4;2023-07-02;57034.0
5062;27;133;3;2023-07-02;5394.1
6566;10;61;3;2023-07-02;79853.2
8352;44;96;2;2023-07-02;141242.0
9536;16;41;10;2023-07-02;100700.0
1487;49;129;13;2023-07-03;40337.95
2177;40;26;1;2023-07-03;16418.85
2303;30;5;12;2023-07-03;269826.6
2530;31;75;9;2023-07-03;294915.0
2930;48;109;14;2023-07-03;8282.1
4421;42;61;15;2023-07-03;399265.05
5387;38;55;5;2023-07-03;549936.0
5602;30;130;3;2023-07-03;12432.0
6775;41;18;4;2023-07-03;106290.0
6859;8;87;5;2023-07-03;317585.0
7319;2;104;15;2023-07-03;55695.0
8117;43;33;7;2023-07-03;47010.0
8534;13;19;9;2023-07-03;140496.45
8923;41;70;1;2023-07-03;34355.0
9200;19;114;4;2023-07-03;3037.15
9824;42;50;15;2023-07-03;169140.0
1679;43;116;11;2023-07-04;26914.45
2384;43;42;6;2023-07-04;35957.0
2516;4;101;2;2023-07-04;927.0
2589;7;88;4;2023-07-04;183678.7
2739;24;98;4;2023-07-04;301572.75
3456;45;138;10;2023-07-04;39738.5
3831;49;129;13;2023-07-04;40337.95
4187;13;121;4;2023-07-04;14777.0
4208;10;140;11;2023-07-04;34480.0
5151;41;138;6;2023-07-04;25098.0
6900;23;18;5;2023-07-04;132862.0
6998;2;35;14;2023-07-04;146373.15
8287;20;63;2;2023-07-04;279915.0
9770;24;77;3;2023-07-04;127408.3
405;13;45;4;2023-07-05;39615.0
1542;3;81;13;2023-07-05;1508533.5
2705;41;110;9;2023-07-05;22460.0
3086;29;18;3;2023-07-05;79717.0
3784;37;127;8;2023-07-05;11775.25
4505;35;119;7;2023-07-05;22791.0
5010;8;27;5;2023-07-05;82557.0
5188;44;142;8;2023-07-05;6611.0
6034;27;122;3;2023-07-05;3768.65
6477;46;29;5;2023-07-05;182552.0
7259;44;74;15;2023-07-05;1298378.0
7637;27;148;7;2023-07-05;31824.05
7646;27;115;5;2023-07-05;4153.0
8862;2;17;4;2023-07-05;56155.0
1822;10;61;6;2023-07-06;168112.0
1934;26;98;13;2023-07-06;1031695.0
2857;24;23;3;2023-07-06;33536.0
3899;3;114;3;2023-07-06;2278.1
3942;7;17;13;2023-07-06;173378.8
5620;32;105;12;2023-07-06;3528.3
6452;28;69;8;2023-07-06;362120.0
6565;15;38;7;2023-07-06;185228.0
6587;42;128;8;2023-07-06;35345.7
7462;7;86;1;2023-07-06;88846.85
8042;23;9;8;2023-07-06;301761.8
8391;22;92;9;2023-07-06;759702.65
8671;31;88;10;2023-07-06;483365.0
8929;19;68;9;2023-07-06;571970.3
9398;37;39;6;2023-07-06;177797.0
9570;42;11;14;2023-07-06;507247.0
3108;7;139;14;2023-07-07;18950.6
3564;37;117;10;2023-07-07;41030.0
3956;41;29;6;2023-07-07;208108.9
4884;17;16;7;2023-07-07;210042.0
5068;9;76;14;2023-07-07;2074775.0
5752;29;122;9;2023-07-07;11902.0
6666;43;103;11;2023-07-07;19681.0
7537;18;44;11;2023-07-07;112931.25
7587;44;149;6;2023-07-07;6632.9
8852;16;113;8;2023-07-07;35160.0
9347;3;122;4;2023-07-07;5290.0
9449;36;118;5;2023-07-07;21576.0
355;8;141;8;2023-07-08;36341.3
722;24;10;6;2023-07-08;182588.1
932;15;113;10;2023-07-08;43950.0
1601;14;141;9;2023-07-08;40884.2
1846;40;111;15;2023-07-08;64278.0
1983;29;60;8;2023-07-08;826508.55
3911;39;76;15;2023-07-08;2222973.0
4047;24;107;6;2023-07-08;9080.0
4966;29;142;6;2023-07-08;4958.0
5212;29;119;2;2023-07-08;6186.4
5493;15;125;11;2023-07-08;35551.85
5616;15;124;1;2023-07-08;3770.0
6250;8;149;4;2023-07-08;4421.3
6466;15;138;5;2023-07-08;20915.0
6526;2;56;6;2023-07-08;245036.35
7271;5;141;4;2023-07-08;19127.0
7473;42;4;10;2023-07-08;33819.0
8518;34;33;9;2023-07-08;57419.9
1299;31;117;13;2023-07-09;53339.0
2006;42;64;10;2023-07-09;1059303.2
3213;18;150;7;2023-07-09;11520.0
3855;23;46;9;2023-07-09;42611.3
4682;45;1;12;2023-07-09;377596.5
4697;7;26;6;2023-07-09;98514.05
4767;21;77;12;2023-07-09;536456.0
7613;24;25;1;2023-07-09;11519.7
7770;34;72;7;2023-07-09;662769.4
9871;9;37;5;2023-07-09;30339.0
178;6;143;6;2023-07-10;25288.05
1181;46;70;9;2023-07-10;293739.05
1761;21;89;12;2023-07-10;896930.15
2477;35;18;4;2023-07-10;106290.0
3468;6;137;10;2023-07-10;33855.0
4815;7;131;1;2023-07-10;964.0
6367;5;42;3;2023-07-10;17080.05
7622;10;139;13;2023-07-10;18523.0
8615;29;17;14;2023-07-10;186715.85
9;37;26;7;2023-07-11;114932.9
487;42;104;7;2023-07-11;25991.0
1732;31;45;8;2023-07-11;79230.0
3849;26;52;7;2023-07-11;95929.0
4370;48;12;8;2023-07-11;20718.55
5242;39;109;7;2023-07-11;4359.0
5626;38;57;2;2023-07-11;237581.0
5916;43;56;8;2023-07-11;343910.0
7165;16;14;5;2023-07-11;170102.25
7425;3;48;5;2023-07-11;69997.9
8143;4;62;8;2023-07-11;776887.2
9337;38;92;3;2023-07-11;266562.0
2399;41;36;11;2023-07-12;248615.0
2804;6;93;4;2023-07-12;401908.0
3837;12;66;6;2023-07-12;75430.0
4278;14;51;10;2023-07-12;641590.0
4587;44;125;4;2023-07-12;13608.0
4813;44;85;15;2023-07-12;549746.0
4923;23;14;3;2023-07-12;102061.35
6898;41;138;13;2023-07-12;54380.0
7081;42;29;3;2023-07-12;104054.45
8134;9;40;1;2023-07-12;13474.8
8659;26;84;8;2023-07-12;330021.45
9800;1;48;11;2023-07-12;153995.0
1481;22;44;4;2023-07-13;41065.65
2024;31;33;7;2023-07-13;47010.0
3134;39;139;4;2023-07-13;5415.0
3349;1;109;7;2023-07-13;4359.0
3865;12;100;1;2023-07-13;99370.0
4536;27;70;15;2023-07-13;489564.45
6279;35;66;13;2023-07-13;155259.45
6548;41;1;5;2023-07-13;157332.35
7785;25;69;15;2023-07-13;678975.0
8155;23;125;2;2023-07-13;6463.8
978;23;112;8;2023-07-14;16575.6
1328;33;48;12;2023-07-14;176836.0
2189;46;115;1;2023-07-14;831.0
4591;31;54;11;2023-07-14;1270038.85
6018;16;85;15;2023-07-14;578680.0
6529;43;128;3;2023-07-14;13952.0
6960;42;22;6;2023-07-14;236717.0
7505;44;48;2;2023-07-14;27999.35
8636;13;19;6;2023-07-14;98594.0
9759;22;105;15;2023-07-14;4643.0
267;41;101;14;2023-07-15;6488.0
1392;22;25;11;2023-07-15;133391.0
1885;18;130;11;2023-07-15;45585.0
2833;12;19;13;2023-07-15;213621.0
2862;14;100;12;2023-07-15;1192442.85
3704;49;9;1;2023-07-15;37720.7
4136;30;99;1;2023-07-15;101903.65
4652;15;122;3;2023-07-15;3768.65
5185;47;13;1;2023-07-15;7747.0
6104;39;63;2;2023-07-15;279915.0
7234;30;60;8;2023-07-15;870009.0
8289;8;99;9;2023-07-15;917130.0
8463;20;19;12;2023-07-15;197188.0
9014;6;124;10;2023-07-15;37699.0
19;37;100;2;2023-07-16;198740.0
547;10;25;1;2023-07-16;11519.7
988;15;117;10;2023-07-16;41030.0
1670;48;70;7;2023-07-16;240488.0
5190;46;82;2;2023-07-16;103268.0
5206;41;115;3;2023-07-16;2367.4
5729;34;135;2;2023-07-16;3124.55
5995;34;58;5;2023-07-16;544123.0
6213;25;81;7;2023-07-16;812287.05
6320;5;29;14;2023-07-16;511145.0
6792;12;26;7;2023-07-16;120982.0
7697;23;120;12;2023-07-16;37494.0
7848;36;57;14;2023-07-16;1579914.6
8100;11;90;8;2023-07-16;601140.05
8464;27;12;3;2023-07-16;7770.05
8979;44;108;11;2023-07-16;34960.95
9549;7;149;6;2023-07-16;6632.9
9649;33;75;7;2023-07-16;229379.0
57;40;110;11;2023-07-17;27451.0
229;42;100;4;2023-07-17;418401.0
1280;14;17;9;2023-07-17;126349.0
1837;30;49;7;2023-07-17;92850.0
1882;26;75;1;2023-07-17;31129.6
5717;36;149;11;2023-07-17;12160.0
7874;15;92;8;2023-07-17;710833.0
8404;23;19;7;2023-07-17;115026.0
8928;14;60;5;2023-07-17;543755.0
9172;35;74;15;2023-07-17;1298378.0
9698;8;43;1;2023-07-17;33342.15
30;38;35;15;2023-07-18;165083.0
402;13;85;1;2023-07-18;36650.05
1122;16;38;9;2023-07-18;238150.0
1482;36;99;15;2023-07-18;1609000.0
1660;31;79;1;2023-07-18;62839.65
1938;17;1;3;2023-07-18;99368.0
2473;42;29;11;2023-07-18;381533.3
4032;35;108;2;2023-07-18;6691.0
4499;18;112;15;2023-07-18;31078.3
4817;20;69;4;2023-07-18;172007.0
6149;1;64;8;2023-07-18;847441.8
6698;48;50;2;2023-07-18;22552.0
6849;49;128;1;2023-07-18;4651.0
6940;32;149;8;2023-07-18;8843.55
7170;15;52;10;2023-07-18;130188.95
9083;7;128;2;2023-07-18;9301.0
9477;29;52;15;2023-07-18;195283.9
307;10;144;4;2023-07-19;8857.0
404;46;5;7;2023-07-19;157398.85
1189;4;94;15;2023-07-19;580699.85
1205;39;75;2;2023-07-19;62260.15
2382;36;88;1;2023-07-19;45919.2
2755;7;124;9;2023-07-19;32232.55
2963;19;53;1;2023-07-19;50991.25
4092;42;134;8;2023-07-19;37741.0
4931;40;27;3;2023-07-19;49534.0
4960;22;108;12;2023-07-19;40147.0
6689;22;56;4;2023-07-19;171955.0
7487;16;27;8;2023-07-19;125487.4
9544;6;33;14;2023-07-19;89319.95
9619;22;31;1;2023-07-19;8283.0
825;22;61;15;2023-07-20;420279.0
926;38;144;5;2023-07-20;10517.45
1004;39;94;1;2023-07-20;40751.0
1492;45;28;3;2023-07-20;42776.0
1507;7;110;5;2023-07-20;12478.0
4192;5;25;10;2023-07-20;121265.0
5081;36;82;5;2023-07-20;258170.0
5231;28;72;4;2023-07-20;378726.05
5768;49;111;4;2023-07-20;16283.95
6631;28;47;11;2023-07-20;63985.35
7156;29;91;5;2023-07-20;674430.0
7456;7;102;6;2023-07-20;4742.4
7873;13;113;4;2023-07-20;16701.0
8546;21;91;11;2023-07-20;1409558.7
8780;18;145;10;2023-07-20;41324.05
8877;22;116;12;2023-07-20;30906.0
9366;17;8;15;2023-07-20;71023.9
9658;27;99;11;2023-07-20;1179933.0
484;22;110;6;2023-07-21;14224.35
531;13;19;10;2023-07-21;164324.0
761;40;2;1;2023-07-21;13298.1
1980;19;47;11;2023-07-21;63985.35
2315;18;38;3;2023-07-21;75413.85
3570;24;15;9;2023-07-21;238543.1
5337;19;12;15;2023-07-21;40893.0
6921;10;64;7;2023-07-21;741512.05
7315;3;30;7;2023-07-21;225735.0
7977;5;32;5;2023-07-21;62512.0
8151;22;28;9;2023-07-21;128327.0
8298;18;39;1;2023-07-21;29633.0
8555;25;148;7;2023-07-21;33499.0
8635;19;89;1;2023-07-21;74744.1
8836;46;42;15;2023-07-21;85398.35
9329;34;44;2;2023-07-21;21614.0
118;18;122;10;2023-07-22;13225.0
454;39;29;12;2023-07-22;416217.8
1365;37;111;7;2023-07-22;28497.15
2288;28;108;4;2023-07-22;13382.0
2442;45;15;14;2023-07-22;371067.15
2575;48;128;7;2023-07-22;32555.0
3031;3;95;2;2023-07-22;132635.2
3062;8;43;3;2023-07-22;100026.45
3414;40;138;8;2023-07-22;33464.0
3441;24;87;12;2023-07-22;762203.05
5031;24;55;13;2023-07-22;1358342.3
6357;13;122;3;2023-07-22;3768.65
6370;39;49;5;2023-07-22;66321.0
7056;26;119;15;2023-07-22;48837.0
7192;26;145;7;2023-07-22;28926.55
7204;7;2;2;2023-07-22;26596.2
7862;12;35;14;2023-07-22;146373.15
8974;1;139;5;2023-07-22;6767.8
221;39;104;4;2023-07-23;14852.0
2383;26;102;9;2023-07-23;7488.0
3415;48;46;12;2023-07-23;56814.75
4035;15;51;11;2023-07-23;670461.55
4284;46;60;1;2023-07-23;103313.45
4509;7;84;6;2023-07-23;247515.85
8361;21;59;5;2023-07-23;414039.45
316;41;94;13;2023-07-24;503272.95
522;24;146;15;2023-07-24;7440.0
1288;44;72;1;2023-07-24;99665.0
1638;13;45;11;2023-07-24;108941.0
1888;40;2;8;2023-07-24;111985.0
2222;30;22;13;2023-07-24;487242.65
2584;48;58;12;2023-07-24;1305895.0
2847;39;143;2;2023-07-24;8429.35
4106;1;71;1;2023-07-24;130174.0
4913;29;81;8;2023-07-24;928328.6
5111;29;47;4;2023-07-24;23267.4
5252;11;90;3;2023-07-24;237292.0
5296;44;115;13;2023-07-24;10798.0
6485;15;133;13;2023-07-24;23374.75
6632;20;34;4;2023-07-24;18686.5
8339;15;43;6;2023-07-24;210581.0
9031;13;13;3;2023-07-24;23241.0
9706;29;76;3;2023-07-24;444595.0
173;13;131;1;2023-07-25;964.0
1460;18;4;13;2023-07-25;43964.0
1691;40;72;7;2023-07-25;697652.0
1759;3;96;7;2023-07-25;469628.7
3421;4;149;2;2023-07-25;2327.0
3470;35;27;15;2023-07-25;247672.0
4141;36;141;14;2023-07-25;63597.75
4473;14;47;7;2023-07-25;40717.95
4829;1;84;6;2023-07-25;247515.85
5180;42;113;4;2023-07-25;17580.0
5253;46;112;2;2023-07-25;4143.9
5820;48;103;2;2023-07-25;3399.1
6128;17;70;12;2023-07-25;391651.75
6197;3;15;2;2023-07-25;53010.0
