sale_id;purchase_id;sale_total_BRL;total_cost_BRL;gross_profit_BRL
596;905;451470.0;465361.95999999996;-13891.959999999963
4193;892;1262441.7;1287278.33;-24836.63000000012
3706;722;377036.95;396923.28;-19886.330000000016
7396;696;1728477.5;1819665.3800000001;-91187.88000000012
5321;813;6532.0;6533.1;-1.1000000000003638
4604;625;56380.0;56386.5;-6.5
4601;590;150745.0;157759.8;-7014.799999999988
3588;816;9301.0;9302.44;-1.4400000000005093
970;896;144928.0;144944.16;-16.160000000003492
2932;564;90630.0;91561.41;-931.4100000000035
1545;743;75731.15;79726.04999999999;-3994.899999999994
3294;793;12586.55;11930.31;656.2399999999998
2741;825;118359.0;118372.29000000001;-13.290000000008149
2146;90;118034.65;117191.7;842.9499999999971
9708;590;13018.8;14341.8;-1323.0
9375;774;1689460.05;1590252.72;99207.33000000007
8945;771;2976.0;2756.7;219.30000000000018
8611;787;165683.0;165703.65;-20.64999999999418
8566;900;102061.35;107445.38999999998;-5384.039999999979
7799;707;17469.0;17470.460000000003;-1.4600000000027649
7481;491;2371.2;2496.45;-125.25
6081;837;12851.6;13529.04;-677.4400000000005
5547;724;61977.0;61983.36;-6.360000000000582
5005;819;31790.8;33233.12;-1442.3200000000033
6498;802;45121.0;45126.25;-5.25
4168;235;29602.0;29607.899999999998;-5.899999999997817
4796;892;613332.0;594128.46;19203.540000000037
1665;620;9378.0;9915.72;-537.7199999999993
2427;674;298110.95;313836.44999999995;-15725.499999999942
2794;602;4061.25;4275.0;-213.75
665;887;10391.0;10391.94;-0.9400000000005093
3582;874;159706.4;168131.34;-8424.940000000002
3585;800;1029469.0;1029588.96;-119.95999999996275
4041;892;306666.0;297064.23;9601.770000000019
3147;784;20876.25;20693.3;182.95000000000073
5830;824;9636.0;9637.2;-1.2000000000007276
5476;637;153663.0;149489.99;4173.010000000009
9845;652;14889.35;16678.3;-1788.949999999999
9629;458;58168.5;62835.9;-4667.4000000000015
8854;658;39368.95;41445.7;-2076.75
8448;899;47349.9;49847.200000000004;-2497.300000000003
8439;877;171034.2;170907.66;126.54000000000815
7090;896;471015.0;471068.52;-53.52000000001863
6990;860;266562.0;266592.48;-30.479999999981374
6751;846;243523.0;243550.76;-27.760000000009313
4515;764;14680.35;15455.04;-774.6900000000005
2895;898;118845.0;118857.95999999999;-12.959999999991851
2450;877;180036.0;170907.66;9128.339999999997
2092;235;3749.65;3947.72;-198.0699999999997
1531;896;398551.0;398596.44;-45.44000000000233
1338;833;7850.8;8265.9;-415.09999999999945
1251;891;50008.95;52647.32;-2638.3700000000026
946;491;7113.6;7489.349999999999;-375.7499999999991
814;607;206536.0;206430.6;105.39999999999418
183;850;1163015.0;1163123.55;-108.55000000004657
3222;620;1484.85;1652.62;-167.76999999999998
9519;710;29554.0;29557.52;-3.5200000000004366
9095;889;41469.0;41474.07;-5.069999999999709
8645;910;735868.0;735955.44;-87.43999999994412
8507;877;150030.0;142423.05;7606.950000000012
6588;751;34296.9;36702.51;-2405.6100000000006
2820;890;409063.35;430642.55;-21579.20000000001
1656;549;12864.9;13543.4;-678.5
7457;771;4240.8;4135.05;105.75
5353;738;233394.1;245704.19999999998;-12310.099999999977
9751;776;384954.0;349031.82;35922.17999999999
7066;857;43151.0;41631.2;1519.800000000003
6993;761;555528.0;539683.48;15844.520000000019
6784;602;5415.0;5700.0;-285.0
5591;765;49970.0;52606.07;-2636.0699999999997
5148;800;600523.0;600593.56;-70.56000000005588
480;837;3382.0;3382.26;-0.2600000000002183
4790;844;52198.0;52204.31999999999;-6.319999999992433
3495;599;24094.0;24096.24;-2.2400000000016007
1630;842;36927.0;38541.78;-1614.7799999999988
1627;854;1180171.0;1180304.1;-133.10000000009313
1134;320;1395305.0;1772754.3399999999;-377449.33999999985
4841;883;10580.0;11052.0;-472.0
9843;871;212761.0;235526.85;-22765.850000000006
9821;863;214944.0;214968.15;-24.14999999999418
8827;737;121725.4;128145.52;-6420.12000000001
6465;722;859909.0;860000.4400000001;-91.44000000006054
6455;819;43713.3;45695.54;-1982.239999999998
4570;905;322479.0;332401.4;-9922.400000000023
5975;728;10359.75;10905.95;-546.2000000000007
3488;896;275362.25;289888.32;-14526.070000000007
3008;706;44364.0;44369.1;-5.099999999998545
1031;708;676282.2;711957.6;-35675.40000000002
992;752;59805.0;59827.31999999999;-22.319999999992433
701;906;5936.55;6441.3;-504.75
4123;901;8831.2;9297.06;-465.85999999999876
9774;800;1059495.1;1115388.04;-55892.939999999944
9325;862;237581.0;237603.66;-22.660000000003492
9000;774;2222973.0;1987815.9;235157.1000000001
7838;858;115580.0;111509.02;4070.979999999996
7345;667;217119.0;217143.55;-24.54999999998836
5997;905;128991.0;132960.56;-3969.5599999999977
6779;637;145979.85;149489.99;-3510.139999999985
4044;897;47629.0;47634.72;-5.720000000001164
3485;602;6767.8;7125.0;-357.1999999999998
1685;885;6982.0;6982.5;-0.5
1354;894;153995.0;170724.62;-16729.619999999995
995;895;57034.0;57040.84;-6.8399999999965075
257;889;3581.5;3770.37;-188.8699999999999
4431;798;25425.8;26767.68;-1341.880000000001
6014;833;8264.0;8265.9;-1.8999999999996362
6752;700;1332704.65;1403007.0;-70302.3500000001
6821;863;644832.0;644904.45;-72.44999999995343
7309;825;487242.65;512946.59;-25703.940000000002
9869;880;271217.0;283318.56;-12101.559999999998
8009;887;799.0;799.38;-0.37999999999999545
9785;625;160683.0;169159.5;-8476.5
5477;823;1240890.95;1306352.45;-65461.5
7582;854;472068.0;472121.64;-53.64000000001397
5155;700;799622.6;841804.2000000001;-42181.60000000009
8230;788;162532.0;162551.87;-19.869999999995343
4596;889;28651.05;30162.96;-1511.9099999999999
5135;761;317445.0;308390.56;9054.440000000002
727;709;46832.15;49302.72;-2470.5699999999997
1248;891;45463.2;47861.2;-2398.0
2333;743;159435.0;159452.09999999998;-17.099999999976717
466;783;595582.0;595653.9;-71.90000000002328
2840;802;72194.0;72202.0;-8.0
3348;857;30206.0;29141.84;1064.1599999999999
3515;644;643600.0;689636.22;-46036.21999999997
2686;798;23419.0;23421.72;-2.720000000001164
5632;904;3093.2;3395.15;-301.9500000000003
9166;854;865459.0;865556.3400000001;-97.34000000008382
8822;669;138288.0;140294.66;-2006.6600000000035
7243;707;32442.0;32445.140000000003;-3.140000000003056
7017;885;9309.0;9310.0;-1.0
6193;825;337322.2;355116.87;-17794.669999999984
4675;863;171955.0;171974.52;-19.519999999989523
8461;871;188648.15;219825.06;-31176.910000000003
4468;667;651358.0;651430.65;-72.65000000002328
4316;599;7629.45;8032.08;-402.6300000000001
3467;811;108825.0;108834.64;-9.639999999999418
3259;910;889731.05;936670.5599999999;-46939.50999999989
3202;752;23673.05;24928.05;-1255.0
2184;761;396806.0;385488.2;11317.799999999988
1981;877;142528.5;142423.05;105.45000000001164
4648;896;172102.0;181180.2;-9078.200000000012
9505;90;57982.0;54689.46;3292.540000000001
8203;800;244498.65;257397.24;-12898.589999999997
8004;667;173696.0;173714.84;-18.839999999996508
7682;564;116600.0;111908.39;4691.610000000001
6933;785;14153.0;13889.79;263.2099999999991
6517;847;3244.0;3244.29;-0.2899999999999636
6488;749;855039.0;861184.0299999999;-6145.0299999999115
5374;708;75142.15;79106.4;-3964.25
5092;769;73021.0;73029.96;-8.960000000006403
3904;280;6850.0;6851.02;-1.0200000000004366
3270;862;677105.85;712810.98;-35705.130000000005
2626;625;112760.0;112773.0;-13.0
2129;771;471.2;459.45;11.75
114;808;163842.0;164569.59999999998;-727.5999999999767
6419;700;88846.85;93533.8;-4686.949999999997
9232;868;96080.0;96091.38;-11.380000000004657
9017;742;129682.0;129696.0;-14.0
8627;885;1164.0;1163.75;0.25
8562;876;21871.85;23025.940000000002;-1154.0900000000038
8013;842;8206.0;8564.84;-358.84000000000015
6808;793;24605.0;22156.29;2448.709999999999
1341;863;122517.7;128980.88999999998;-6463.189999999988
2627;858;99069.0;95579.16;3489.8399999999965
1020;854;472068.0;472121.64;-53.64000000001397
972;880;316419.0;330538.32;-14119.320000000007
949;775;12620.75;12045.119999999999;575.630000000001
339;785;14153.0;13889.79;263.2099999999991
3154;885;3316.45;3491.25;-174.80000000000018
9827;842;32824.0;34259.36;-1435.3600000000006
9533;602;17099.0;17100.0;-1.0
9068;870;61388.0;67956.56;-6568.559999999998
8896;905;336990.65;365641.54;-28650.889999999956
8436;878;805125.0;764304.15;40820.84999999998
8430;800;1140994.65;1201187.12;-60192.470000000205
8355;620;17818.2;19831.44;-2013.239999999998
8213;881;805077.5;885262.7999999999;-80185.29999999993
7002;785;47176.0;46299.3;876.6999999999971
6985;590;169245.35;186443.4;-17198.04999999999
6528;762;197028.1;207422.52;-10394.419999999984
5789;751;24994.0;25409.43;-415.4300000000003
5504;652;26800.45;30020.94;-3220.489999999998
4939;784;37577.25;37247.94;329.3099999999977
4272;839;72813.0;72820.79999999999;-7.7999999999883585
3175;825;591793.0;591861.45;-68.44999999995343
2648;789;45545.85;47948.96;-2403.1100000000006
2497;862;712743.0;712810.98;-67.97999999998137
8962;825;78906.0;78914.86;-8.860000000000582
7808;708;790973.0;791064.0;-91.0
6473;728;4143.9;4362.38;-218.48000000000047
6171;869;1646.0;1727.72;-81.72000000000003
3188;696;1959407.0;1959639.6400000001;-232.64000000013039
3092;874;133088.35;140109.45;-7021.100000000006
8628;722;793762.0;793846.56;-84.56000000005588
1878;549;47397.0;47401.9;-4.900000000001455
381;595;112604.45;118543.96;-5939.510000000009
326;858;247672.0;238947.90000000002;8724.099999999977
256;658;16576.0;16578.28;-2.279999999998836
233;366;539216.0;539401.84;-185.8399999999674
2020;706;37931.6;39932.19;-2000.5900000000038
9899;877;330066.0;313330.71;16735.28999999998
8839;885;8145.0;8146.25;-1.25
8177;875;1577.95;1661.4;-83.45000000000005
7332;724;69724.0;69731.28;-7.279999999998836
6888;905;290231.0;299161.26;-8930.26000000001
6825;894;27999.35;31040.84;-3041.4900000000016
5667;762;32837.7;34570.42;-1732.7200000000012
8911;865;36650.05;38583.18;-1933.1299999999974
4691;788;47509.5;50015.96;-2506.459999999999
3527;871;156024.0;172719.69;-16695.690000000002
3093;887;10391.0;10391.94;-0.9400000000005093
694;882;70194.0;73325.9;-3131.899999999994
597;667;390815.0;390858.39;-43.39000000001397
11;816;23254.0;23256.100000000002;-2.100000000002183
5047;858;16511.0;15929.86;581.1399999999994
9729;669;59715.1;63770.299999999996;-4055.199999999997
9466;90;124247.0;117191.7;7055.300000000003
8250;652;5955.55;6671.32;-715.7699999999995
6992;738;315872.0;315905.39999999997;-33.399999999965075
6549;889;17907.5;18851.85;-944.3499999999985
6311;887;2278.1;2398.14;-120.03999999999996
3557;785;70764.0;69448.95000000001;1315.0499999999884
3512;737;64066.0;64072.76;-6.760000000002037
3073;764;31807.9;33485.92;-1678.0199999999968
959;667;453779.85;477715.81;-23935.96000000002
4868;517;33417.0;33420.96;-3.959999999999127
7672;854;672696.9;708182.46;-35485.55999999994
9859;663;929822.0;978864.21;-49042.20999999996
9049;787;118345.0;118359.75;-14.75
8760;458;55107.0;56552.31;-1445.3099999999977
8245;602;1353.75;1425.0;-71.25
9944;784;43950.0;41386.6;2563.4000000000015
7688;637;177303.0;172488.44999999998;4814.5500000000175
6546;902;366758.0;366800.67;-42.6699999999837
7877;857;57391.4;58283.68;-892.2799999999988
5140;854;78678.0;78686.94;-8.940000000002328
4769;886;20910.45;22013.64;-1103.1899999999987
2401;891;43070.0;43075.08;-5.080000000001746
2162;863;644832.0;644904.45;-72.44999999995343
1770;884;29505.0;31934.699999999997;-2429.699999999997
940;769;36510.0;36514.98;-4.980000000003201
860;824;10599.0;10600.92;-1.9200000000000728
6117;517;35273.5;37134.4;-1860.9000000000015
9932;846;578367.6;608876.9;-30509.300000000047
9768;796;72839.35;76682.06999999999;-3842.7199999999866
8481;907;401159.0;413503.32;-12344.320000000007
7917;886;44022.0;44027.28;-5.279999999998836
7896;669;138288.0;140294.66;-2006.6600000000035
7668;743;26572.0;26575.35;-3.349999999998545
7177;620;18756.0;19831.44;-1075.4399999999987
6072;907;698686.05;758089.42;-59403.369999999995
8498;235;3749.65;3947.72;-198.0699999999997
3235;862;1187906.0;1188018.3;-112.30000000004657
3110;846;809714.45;852427.66;-42713.21000000008
2761;886;41820.9;44027.28;-2206.3799999999974
2329;876;24668.0;24670.65;-2.650000000001455
1811;761;1130896.15;1156464.6;-25568.450000000186
1380;815;193346.0;193367.28;-21.279999999998836
272;870;33325.05;38832.32;-5507.269999999997
4497;815;241682.0;241709.1;-27.10000000000582
8262;885;15476.45;16292.5;-816.0499999999993
7718;599;2543.15;2677.36;-134.21000000000004
6650;458;67353.0;69119.49;-1766.4900000000052
5399;819;51661.0;54003.82000000001;-2342.820000000007
3571;882;120031.55;131986.62;-11955.069999999992
2917;861;214706.0;214730.56;-24.55999999999767
2369;663;826508.55;870101.52;-43592.96999999997
1899;751;23744.3;25409.43;-1665.130000000001
290;722;628394.6;661538.8;-33144.20000000007
34;873;429480.0;429529.38;-49.38000000000466
2611;458;87251.8;94253.85;-7002.050000000003
6732;751;36102.0;36702.51;-600.510000000002
9282;868;52407.0;52413.479999999996;-6.4799999999959255
9069;879;339755.15;357680.4;-17925.25
9370;662;87875.0;96335.37;-8460.369999999995
8664;320;896982.0;1139627.79;-242645.79000000004
8113;899;4734.8;4984.72;-249.92000000000007
7975;798;33456.0;33459.6;-3.599999999998545
7187;769;36510.0;36514.98;-4.980000000003201
5333;722;439876.6;463077.16000000003;-23200.560000000056
1953;833;3925.4;4132.95;-207.54999999999973
4989;862;1579914.6;1663225.62;-83311.02000000002
4861;908;588.05;619.14;-31.090000000000032
4799;774;1481982.0;1325210.6;156771.3999999999
3764;836;12524.0;12525.66;-1.6599999999998545
2708;770;84885.0;78583.19;6301.809999999998
1731;802;81218.0;81227.25;-9.25
1018;783;397055.0;397102.60000000003;-47.600000000034925
5098;833;6611.0;6612.72;-1.7200000000002547
9114;871;161697.6;188421.48;-26723.880000000005
8160;801;18128.85;19085.43;-956.5800000000017
7867;882;140388.0;146651.8;-6263.799999999988
6290;880;64413.8;70829.64;-6415.8399999999965
5657;827;25907.45;27273.69;-1366.239999999998
5278;722;66147.0;66153.88;-6.880000000004657
4987;625;64273.2;67663.79999999999;-3390.5999999999913
4129;763;512566.8;539607.16;-27040.360000000044
3096;892;291332.7;297064.23;-5731.52999999997
2644;808;93389.75;98741.76;-5352.009999999995
2490;663;1136448.9;1196389.59;-59940.69000000018
2351;678;69697.0;62769.84;6927.1600000000035
2252;710;35095.85;36946.9;-1851.050000000003
987;743;212580.0;212602.8;-22.79999999998836
462;599;7629.45;8032.08;-402.6300000000001
414;808;393221.0;394967.04;-1746.039999999979
3886;877;330066.0;313330.71;16735.28999999998
7189;899;47349.9;49847.200000000004;-2497.300000000003
9255;710;28076.3;29557.52;-1481.2200000000012
8994;762;32837.7;34570.42;-1732.7200000000012
8412;833;2355.05;2479.77;-124.7199999999998
7698;564;140980.0;142428.86;-1448.859999999986
9803;907;762203.05;827006.64;-64803.58999999997
5862;620;21882.0;23136.68;-1254.6800000000003
3162;708;1107363.0;1107489.5999999999;-126.5999999998603
3792;900;272164.55;286521.04;-14356.48999999999
2899;865;347208.0;347248.62;-40.61999999999534
2704;903;911218.0;911326.15;-108.15000000002328
2174;847;6024.0;6025.110000000001;-1.110000000000582
1806;904;40209.7;44136.950000000004;-3927.2500000000073
4526;898;89133.0;89143.47;-10.470000000001164
9830;590;54816.0;57367.2;-2551.199999999997
9245;912;31799.35;33679.94;-1880.5900000000038
8365;685;88207.5;94969.98;-6762.479999999996
8058;879;402342.0;402390.45;-48.45000000001164
7021;901;20142.0;20143.63;-1.6300000000010186
4694;625;96409.8;101495.7;-5085.899999999994
5294;896;103261.2;108708.12;-5446.919999999998
4495;865;462944.0;462998.16000000003;-54.160000000032596
3766;812;953372.5;1003660.5599999999;-50288.05999999994
3330;833;10991.5;11572.26;-580.7600000000002
3150;894;44209.0;46561.26;-2352.260000000002
826;816;69761.0;69768.3;-7.30000000000291
4537;827;34542.95;36364.92;-1821.9700000000012
7070;858;141172.85;143368.74;-2195.889999999985
9609;681;1500955.35;1522216.54;-21261.189999999944
9121;839;24271.0;24273.6;-2.599999999998545
8958;602;10829.05;11400.0;-570.9500000000007
8539;858;62743.7;63719.44;-975.7400000000052
7942;863;204196.8;214968.15;-10771.350000000006
7652;886;62731.35;66040.92;-3309.5699999999997
6997;907;444618.05;482420.54000000004;-37802.49000000005
2562;667;82505.6;86857.42;-4351.819999999992
5071;897;25856.15;27219.84;-1363.6899999999987
4870;564;148400.0;142428.86;5971.140000000014
4427;658;8288.0;8289.14;-1.139999999999418
2720;860;844113.95;888641.6000000001;-44527.65000000014
2122;599;2543.15;2677.36;-134.21000000000004
1735;590;156226.55;172101.59999999998;-15875.049999999988
5946;863;408393.6;429936.3;-21542.70000000001
5329;890;471996.1;496895.25;-24899.150000000023
9421;823;1431797.25;1507329.75;-75532.5
9238;899;64794.0;64801.36;-7.360000000000582
8488;886;165083.0;165102.3;-19.29999999998836
6412;829;22701.0;23116.199999999997;-415.1999999999971
5954;891;4546.7;4786.12;-239.42000000000007
5703;901;1471.55;1549.51;-77.96000000000004
4792;607;103268.0;103215.3;52.69999999999709
2310;887;2398.0;2398.14;-0.13999999999987267
3827;860;710833.0;710913.28;-80.28000000002794
3701;879;223523.0;223550.25;-27.25
3285;886;22011.0;22013.64;-2.639999999999418
2465;913;91294.05;96694.68000000001;-5400.630000000005
2283;607;567974.0;567684.15;289.8499999999767
1410;785;70764.0;69448.95000000001;1315.0499999999884
4298;802;128594.85;135378.75;-6783.899999999994
5918;881;211863.0;221315.69999999998;-9452.699999999983
5966;911;1125261.0;1117788.0999999999;7472.90000000014
6463;815;137758.55;145025.46;-7266.9100000000035
6962;787;179884.4;189375.6;-9491.200000000012
8955;854;224232.3;236060.82;-11828.520000000019
8655;908;619.0;619.14;-0.13999999999998636
9317;783;238233.0;238261.56;-28.55999999999767
9635;800;814995.5;857990.8;-42995.30000000005
8401;898;9408.8;9904.83;-496.03000000000065
5251;792;66491.45;63024.65;3466.7999999999956
5178;783;238233.0;238261.56;-28.55999999999767
4972;911;86559.0;85983.7;575.3000000000029
2630;738;526453.0;526509.0;-56.0
2475;590;13018.8;14341.8;-1323.0
2459;812;847441.8;892142.72;-44700.919999999925
2341;816;69761.0;69768.3;-7.30000000000291
2316;769;401614.0;401664.78;-50.78000000002794
1740;819;46014.0;45695.54;318.4599999999991
124;738;105291.0;105301.79999999999;-10.799999999988358
5205;892;679776.3;693149.87;-13373.569999999949
8374;599;17802.05;18741.52;-939.4700000000012
9299;913;224231.0;225620.92;-1389.9200000000128
9239;783;317644.0;317682.08;-38.0800000000163
8536;789;11986.0;11987.24;-1.2399999999997817
7376;724;23241.0;23243.760000000002;-2.7600000000020373
5780;891;28713.0;28716.72;-3.720000000001164
4585;808;393221.0;394967.04;-1746.039999999979
2318;873;1288439.0;1288588.14;-149.13999999989755
2000;320;473406.85;633126.55;-159719.70000000007
829;858;231160.0;223018.04;8141.959999999992
5902;764;4893.45;5151.68;-258.2300000000005
9858;911;1038703.0;1031804.3999999999;6898.600000000093
9685;722;595322.0;595384.92;-62.92000000004191
7640;911;865586.0;859837.0;5749.0
7295;669;143317.0;153048.72;-9731.720000000001
7263;836;6799.15;7157.52;-358.3700000000008
7245;882;200052.9;219977.7;-19924.800000000017
9154;789;34159.15;35961.72;-1802.5699999999997
6476;813;9799.0;9799.650000000001;-0.6500000000014552
6041;752;18938.25;19942.44;-1004.1899999999987
5314;887;2398.0;2398.14;-0.13999999999987267
4268;903;494661.2;520757.8;-26096.599999999977
3501;715;579654.85;643738.41;-64083.560000000056
2261;778;1319846.0;1320014.16;-168.15999999991618
7233;901;4415.6;4648.53;-232.92999999999938
8727;812;635581.35;669107.04;-33525.69000000006
8486;658;15747.2;16578.28;-831.0799999999981
8451;280;8282.1;8719.480000000001;-437.380000000001
6148;914;497915.0;497976.16;-61.15999999997439
5363;774;1037388.0;927647.4199999999;109740.58000000007
5322;811;1197070.0;1197181.04;-111.04000000003725
2029;914;316855.0;316893.92;-38.9199999999837
3609;848;238150.0;238177.80000000002;-27.800000000017462
3568;770;97012.0;89809.36;7202.639999999999
1752;695;676675.0;676753.85;-78.84999999997672
1639;836;23796.55;25051.32;-1254.7700000000004
653;280;8095.0;8096.660000000001;-1.660000000000764
8787;681;1458418.0;1405122.96;53295.04000000004
5006;861;203970.7;214730.56;-10759.859999999986
6499;796;178904.0;178924.83;-20.829999999987194
3166;320;697652.0;886377.1699999999;-188725.16999999993
8387;637;157208.85;160989.22;-3780.3699999999953
8157;863;85978.0;85987.26;-9.259999999994761
6431;837;16063.55;16911.300000000003;-847.7500000000036
1850;904;6186.4;6790.3;-603.9000000000005
5345;873;1288439.0;1288588.14;-149.13999999989755
2606;674;1192442.85;1255345.7999999998;-62902.94999999972
5704;776;384954.0;349031.82;35922.17999999999
1095;728;4362.0;4362.38;-0.38000000000010914
8953;868;8298.25;8735.58;-437.3299999999999
8740;366;896445.65;943953.22;-47507.56999999995
7983;728;6215.85;6543.57;-327.71999999999935
6495;811;1523544.0;1523684.96;-140.95999999996275
5529;709;187328.6;197210.88;-9882.279999999999
6046;902;489010.0;489067.55999999994;-57.559999999939464
4125;771;3769.6;3675.6;94.0
3354;813;21719.85;22865.850000000002;-1146.0000000000036
1218;901;17043.0;17044.61;-1.610000000000582
708;879;84938.55;89420.1;-4481.550000000003
5323;908;1470.6;1547.85;-77.25
7714;884;18686.5;21289.8;-2603.2999999999993
9266;815;628374.0;628443.66;-69.6600000000326
8686;823;1145437.8;1205863.7999999998;-60425.99999999977
8382;865;366497.65;385831.8;-19334.149999999965
8366;847;5561.0;5561.64;-0.6400000000003274
7759;844;4132.5;4350.36;-217.85999999999967
6656;798;44496.1;46843.44;-2347.340000000004
1033;844;47848.0;47853.96;-5.959999999999127
5334;796;291357.4;306728.27999999997;-15370.879999999946
4899;678;185857.0;167386.24;18470.76000000001
3611;894;69997.9;77602.1;-7604.200000000012
2224;905;290231.0;299161.26;-8930.26000000001
1226;724;38736.0;38739.6;-3.599999999998545
9645;829;4313.0;4623.24;-310.2399999999998
5611;707;7112.65;7487.34;-374.6900000000005
9559;549;6432.45;6771.7;-339.25
8348;886;165083.0;165102.3;-19.29999999998836
9855;599;40156.0;40160.4;-4.400000000001455
9573;696;398879.35;419922.78;-21043.43000000005
7829;662;154167.0;160558.95;-6391.950000000012
4250;707;7112.65;7487.34;-374.6900000000005
2783;914;271590.0;271623.36;-33.35999999998603
2202;742;143731.2;151312.0;-7580.799999999988
625;778;522439.2;550005.8999999999;-27566.699999999895
6964;700;710775.75;748270.4;-37494.65000000002
5742;876;23023.0;23025.940000000002;-2.9400000000023283
9558;918;25288.05;26621.879999999997;-1333.829999999998
8608;800;257367.0;257397.24;-30.239999999990687
7330;905;30635.6;33240.14;-2604.540000000001
6924;890;99368.0;99379.04999999999;-11.049999999988358
6372;785;67225.8;69448.95000000001;-2223.1500000000087
4146;775;2214.0;2007.52;206.48000000000002
3260;910;267588.0;267620.16;-32.15999999997439
3207;775;24356.0;22082.72;2273.279999999999
2255;783;188601.6;198551.30000000002;-9949.700000000012
962;695;1285683.45;1353507.7;-67824.25
828;868;43673.0;43677.9;-4.900000000001455
606;874;308205.0;308240.79;-35.789999999979045
298;761;75392.95;77097.64;-1704.6900000000023
3612;801;2589.7;2726.49;-136.78999999999996
7307;842;32824.0;34259.36;-1435.3600000000006
6287;854;448464.6;472121.64;-23657.040000000037
8281;662;185001.0;192670.74;-7669.739999999991
8880;599;26771.0;26773.600000000002;-2.600000000002183
8630;855;729493.6;767973.58;-38479.97999999998
9452;815;338355.0;338392.74;-37.73999999999069
6194;918;48801.0;48806.78;-5.779999999998836
8394;846;231346.85;243550.76;-12203.910000000003
6089;722;661468.0;661538.8;-70.80000000004657
2030;607;98104.6;103215.3;-5110.699999999997
5101;906;38587.1;41868.450000000004;-3281.350000000006
4422;886;52276.6;55034.1;-2757.5
4151;863;122517.7;128980.88999999998;-6463.189999999988
4018;801;27262.0;27264.899999999998;-2.899999999997817
3462;911;1068997.95;1117788.0999999999;-48790.14999999991
686;783;490363.4;516233.38;-25869.97999999998
160;916;40637.0;40641.92;-4.919999999998254
5680;848;26461.0;26464.2;-3.2000000000007276
6621;738;33342.15;35100.6;-1758.449999999997
8917;901;18592.0;18594.12;-2.1199999999989814
8658;823;668172.05;703420.5499999999;-35248.49999999988
7626;904;18558.25;20370.9;-1812.6500000000015
6724;599;18739.0;18741.52;-2.5200000000004366
5330;844;26099.0;26102.159999999996;-3.1599999999962165
1478;667;130272.0;130286.13;-14.130000000004657
3670;891;63648.1;67005.68;-3357.5799999999945
3453;595;414860.0;414903.86000000004;-43.86000000004424
3007;817;28497.15;29999.97;-1502.8199999999997
1567;815;367357.4;386734.56;-19377.159999999974
4871;855;397905.6;418894.68;-20989.080000000016
8483;901;13246.8;13945.59;-698.7900000000009
8052;894;132627.0;139683.78;-7056.779999999999
8040;847;5722.8;6025.110000000001;-302.3100000000004
7019;599;22889.3;24096.24;-1206.9400000000023
6694;883;6281.4;6907.5;-626.1000000000004
6598;894;206309.0;217285.88;-10976.880000000005
6450;868;66382.2;69884.64;-3502.4400000000023
5678;771;2356.0;2297.25;58.75
5469;280;4732.9;4982.56;-249.66000000000076
5059;874;133088.35;140109.45;-7021.100000000006
3624;844;4132.5;4350.36;-217.85999999999967
2809;880;42942.85;47219.76;-4276.9100000000035
2179;743;318869.0;318904.19999999995;-35.199999999953434
2018;724;51518.5;54235.44;-2716.9400000000023
1857;700;280569.0;280601.4;-32.40000000002328
1364;813;34131.6;35932.05;-1800.4500000000044
1344;897;37423.0;37427.28;-4.279999999998836
1194;901;13246.8;13945.59;-698.7900000000009
1190;908;929.0;928.71;0.2899999999999636
4357;743;75731.15;79726.04999999999;-3994.899999999994
8350;915;60862.7;64073.8;-3211.100000000006
8493;839;74936.0;78889.2;-3953.199999999997
3377;678;23232.0;20923.28;2308.720000000001
9709;789;68318.3;71923.44;-3605.1399999999994
8993;800;772101.0;772191.72;-90.71999999997206
7748;873;1088015.05;1145411.68;-57396.62999999989
2061;491;4742.4;4992.9;-250.5
5608;798;25425.8;26767.68;-1341.880000000001
3185;854;314712.0;314747.76;-35.76000000000931
6338;784;29226.75;28970.62;256.130000000001
1254;874;319412.8;336262.68;-16849.880000000005
517;837;22489.35;23675.82;-1186.4700000000012
9557;662;61667.0;64223.58;-2556.5800000000017
8932;837;6425.8;6764.52;-338.72000000000025
7298;917;167978.0;167998.32;-20.320000000006985
7212;857;56096.0;54120.56;1975.4400000000023
6364;695;1218016.0;1218156.93;-140.9299999999348
5618;681;115458.25;117093.58;-1635.3300000000017
4345;789;77907.0;77917.06;-10.059999999997672
4263;911;1233459.1;1289755.5;-56296.39999999991
4060;800;244498.65;257397.24;-12898.589999999997
7058;795;111599.0;106158.64;5440.360000000001
3874;823;95453.15;100488.65;-5035.5
3264;783;377202.25;397102.60000000003;-19900.350000000035
2056;877;285057.0;284846.1;210.90000000002328
2032;919;66284.35;69781.04;-3496.689999999988
1632;280;6227.0;6228.200000000001;-1.2000000000007276
670;889;46558.55;49014.81;-2456.2599999999948
467;905;128991.0;132960.56;-3969.5599999999977
415;695;270670.0;270701.54;-31.539999999979045
4023;590;117170.15;129076.2;-11906.050000000003
8972;914;226325.0;226352.8;-27.79999999998836
8891;918;46360.95;48806.78;-2445.8300000000017
8521;771;3472.0;3216.15;255.8499999999999
6795;881;536718.65;590175.2;-53456.54999999993
1503;788;95019.0;100031.92;-5012.919999999998
2861;875;12459.0;12460.5;-1.5
7261;902;529761.0;529823.19;-62.18999999994412
9142;825;78906.0;78914.86;-8.860000000000582
